Price,Address,City,Beds,Baths,Square Feet
715000,"3020 S Sycamore Street # B, Santa Ana, CA 92707",Santa Ana,3.0,2.0,1088.0
550000,"1201 N California Street # 4, Orange, CA 92867",Orange,2.0,2.0,911.0
2995000,"1051 W Arroyo Drive, Fullerton, CA 92833",Fullerton,5.0,5.0,5830.0
1250000,"3809 Carol Drive, Fullerton, CA 92833",Fullerton,4.0,3.0,1467.0
950000,"9 Windgate, Aliso Viejo, CA 92656",Aliso Viejo,3.0,3.0,1499.0
2890000,"25 Hillsdale Drive # 6, Newport Beach, CA 92660",Newport Beach,3.0,3.0,2990.0
1029000,"13812 Summerwood Place, Garden Grove, CA 92844",Garden Grove,4.0,3.0,1980.0
1685000,"3515 Gardenia Lane, Brea, CA 92823",Brea,4.0,4.0,2678.0
1985000,"213 Avenida Lobeiro, San Clemente, CA 92672",San Clemente,3.0,3.0,2448.0
1199000,"211 N Redrock Street, Anaheim, CA 92807",Anaheim,4.0,2.0,2123.0
7375000,"16111 Santa Barbara Lane, Huntington Beach, CA 92649",Huntington Beach,4.0,6.0,5116.0
2150000,"309 8th Street, Huntington Beach, CA 92648",Huntington Beach,3.0,4.0,2992.0
1495000,"110 Gomez Circle, Placentia, CA 92870",Placentia,4.0,3.0,2702.0
1398688,"50 Alcoba, Irvine, CA 92614",Irvine,3.0,3.0,1604.0
925000,"4553 E Larkspur Circle, Anaheim, CA 92807",Anaheim,3.0,2.0,1246.0
4195000,"1517 Miramar Drive, Newport Beach, CA 92661",Newport Beach,3.0,2.0,2090.0
1032000,"1000 N Roanne Place, Anaheim, CA 92801",Anaheim,5.0,3.0,2296.0
2399000,"10501 Park Villa Lane, Villa Park, CA 92861",Villa Park,4.0,4.0,3642.0
1078000,"108 Cadence, Irvine, CA 92618",Irvine,2.0,3.0,1430.0
1032000,"1000 N Roanne Place, Anaheim, CA 92801",Anaheim,5.0,3.0,2296.0
425000,"1101 W Macarthur Boulevard # 215, Santa Ana, CA 92707",Santa Ana,1.0,1.0,676.0
1550000,"8685 El Costa Circle, Fountain Valley, CA 92708",Fountain Valley,4.0,2.0,1703.0
4100000,"53 Calle Careyes, San Clemente, CA 92673",San Clemente,5.0,6.0,4689.0
2400000,"615 E Civic Center Drive, Santa Ana, CA 92701",Santa Ana,2.0,2.0,6420.0
3050000,"6809 E Saddleback Drive, Orange, CA 92869",Orange,4.0,4.0,4813.0
959000,"902 S Gilbuck Drive, Anaheim, CA 92802",Anaheim,4.0,2.0,1438.0
1450000,"29662 Quigley Drive, Laguna Niguel, CA 92677",Laguna Niguel,3.0,2.0,1299.0
1474900,"199 S Amberwood Street, Orange, CA 92869",Orange,4.0,3.0,2370.0
1300000,"14331 Fernbrook Drive, Tustin, CA 92111",Tustin,3.0,2.0,1626.0
1062000,"10422 San Angelo Avenue, Westminster, CA 92683",Westminster,4.0,2.0,1428.0
1428000,"3010 S Pacific Avenue, Santa Ana, CA 92704",Santa Ana,5.0,3.0,2664.0
749900,"205 E Adams Street, Santa Ana, CA 92707",Santa Ana,3.0,2.0,1088.0
1099000,"10972 Endry Street, Anaheim, CA 92804",Anaheim,6.0,4.0,1933.0
1124900,"628 N West Street, Anaheim, CA 92801",Anaheim,4.0,3.0,2692.0
998850,"28135 Alava, Mission Viejo, CA 92692",Mission Viejo,2.0,2.0,1492.0
859000,"340 Norma Street, La Habra, CA 90631",La Habra,3.0,2.0,1582.0
3299000,"141 Hyperion, Irvine, CA 92618",Irvine,4.0,5.0,3365.0
890000,"4842 Sapphire Way, Cypress, CA 90630",Cypress,3.0,3.0,1813.0
740000,"19635 Monteano Lane, Yorba Linda, CA 92886",Yorba Linda,3.0,3.0,1375.0
1575000,"30 Blackbird Lane, Aliso Viejo, CA 92656",Aliso Viejo,3.0,3.0,1746.0
817000,"5426 Villa Way # 7, Cypress, CA 90630",Cypress,3.0,3.0,1374.0
1155888,"13391 Jackson Street, Garden Grove, CA 92844",Garden Grove,3.0,2.0,1429.0
715800,"3327 Bahia Blanca # C, Laguna Woods, CA 92637",Laguna Woods,2.0,2.0,1188.0
919900,"1531 W Gage Avenue, Fullerton, CA 92833",Fullerton,3.0,2.0,1221.0
1500000,"60 Willow Tree Lane, Irvine, CA 92612",Irvine,3.0,3.0,1708.0
500000,"1801 E Katella Avenue # 1100, Anaheim, CA 92805",Anaheim,1.0,1.0,651.0
1495000,"5131 E Sumac Ridge Drive, Yorba Linda, CA 92886",Yorba Linda,5.0,3.0,2630.0
5399000,"4024 Calle Louisa, San Clemente, CA 92672",San Clemente,4.0,4.0,2930.0
530000,"13115 Sunnybrook Circle # 202, Garden Grove, CA 92844",Garden Grove,2.0,2.0,978.0
1149000,"2579 W Rome Avenue, Anaheim, CA 92804",Anaheim,3.0,2.0,1129.0
439900,"4109 W 5th Street # A1, Santa Ana, CA 92703",Santa Ana,2.0,2.0,921.0
899000,"11882 9th Street, Garden Grove, CA 92840",Garden Grove,3.0,1.0,1177.0
820000,"330 Rigsby Street, La Habra, CA 90631",La Habra,3.0,2.0,1193.0
3995000,"20171 Bayview Avenue, Newport Beach, CA 92660",Newport Beach,4.0,3.0,3104.0
1450000,"19742 Oceanaire Circle, Huntington Beach, CA 92648",Huntington Beach,3.0,3.0,1728.0
1793000,"24091 Marathon, Mission Viejo, CA 92691",Mission Viejo,6.0,3.0,2532.0
1850000,"16541 Le Grande Lane, Huntington Beach, CA 92649",Huntington Beach,5.0,4.0,2796.0
890000,"57 Tierra Seguro, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,3.0,3.0,1472.0
1200000,"701 Lantana Avenue, Brea, CA 92821",Brea,4.0,2.0,2116.0
1075000,"1010 W 21st Street, Santa Ana, CA 92706",Santa Ana,3.0,2.0,1555.0
975000,"42 Fox Hollow # 91, Irvine, CA 92614",Irvine,3.0,2.0,1114.0
2100000,"67 Monticello, Irvine, CA 92620",Irvine,5.0,4.0,2696.0
1349000,"1178 Charleston Street, Costa Mesa, CA 92626",Costa Mesa,4.0,2.0,1990.0
2600000,"2150 Newport Blvd., Costa Mesa, CA 92627",Costa Mesa,2.0,1.0,900.0
749000,"5064 Lakeview Avenue # 29, Yorba Linda, CA 92886",Yorba Linda,3.0,2.0,1667.0
555000,"8808 Valley View Street # B, Buena Park, CA 90620",Buena Park,2.0,2.0,960.0
4999998,"10062 Rangeview, North Tustin, CA 92705",North Tustin,5.0,7.0,5600.0
1040000,"30 Calle Estero, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,3.0,3.0,1574.0
1998000,"127 Restore, Irvine, CA 92618",Irvine,3.0,3.0,2279.0
490000,"1709 Normandy Place # 32, Santa Ana, CA 92705",Santa Ana,2.0,1.0,804.0
1800000,"185 Sentosa, Irvine, CA 92618",Irvine,4.0,4.0,2336.0
1499000,"1813 Huntington Street, Huntington Beach, CA 92648",Huntington Beach,4.0,4.0,2105.0
899000,"13 Cardinal Avenue, Aliso Viejo, CA 92656",Aliso Viejo,2.0,3.0,1418.0
5100000,"1521 E Canfield Lane, Anaheim, CA 92805",Anaheim,5.0,4.0,15058.0
1275000,"17121 Granada Lane, Huntington Beach, CA 92647",Huntington Beach,4.0,2.0,1417.0
2400000,"2836 N Kingsgate Drive, Orange, CA 92867",Orange,4.0,5.0,6306.0
1775000,"421 10th Street, Huntington Beach, CA 92648",Huntington Beach,3.0,3.0,1996.0
3750000,"253 S Lemon Street, Orange, CA 92866",Orange,2.0,1.0,8640.0
530000,"212 S Kraemer Boulevard # 908, Placentia, CA 92870",Placentia,2.0,2.0,929.0
35800000,"6 Waves End, Newport Coast, CA 92657",Newport Coast,7.0,11.0,13787.0
3995000,"1 Beachcomber Drive, Corona Del Mar, CA 92625",Corona Del Mar,2.0,3.0,2428.0
810000,"8046 Ravenna Lane, Stanton, CA 90680",Stanton,3.0,4.0,1744.0
875000,"4209 W Roberts Drive, Santa Ana, CA 92704",Santa Ana,3.0,2.0,1242.0
1149000,"11831 Seacrest Drive, Garden Grove, CA 92840",Garden Grove,4.0,2.0,1546.0
2088888,"3271 E Phillips, Brea, CA 92821",Brea,5.0,5.0,3408.0
1275000,"6021 Welde Circle, Huntington Beach, CA 92647",Huntington Beach,4.0,2.0,1379.0
1500000,"2362 Iroquois Avenue # A&b, Placentia, CA 92870",Placentia,3.0,2.0,2582.0
12995000,"10 Strawberry Lane, San Juan Capistrano, CA 92675",San Juan Capistrano,7.0,7.0,14917.0
650000,"1331 E Century Drive, Orange, CA 92866",Orange,2.0,1.0,1310.0
761418,"1555 Lima Way Unit 2, Placentia, CA 92870",Placentia,2.0,3.0,1320.0
1899000,"24242 Santa Clara Avenue # 10, Dana Point, CA 92629",Dana Point,2.0,2.0,1156.0
650000,"1331 E Century Drive, Orange, CA 92866",Orange,2.0,1.0,1310.0
1399900,"21 Cedarlake # 57, Irvine, CA 92614",Irvine,3.0,2.0,1484.0
798530,"76 Bigsby Drive, Stanton, CA 90680",Stanton,3.0,3.0,1355.0
1989000,"24031 Piragua Place, Laguna Niguel, CA 92677",Laguna Niguel,4.0,3.0,2614.0
2375000,"1206 Vista Jardin, San Clemente, CA 92673",San Clemente,5.0,5.0,2881.0
1748600,"414 Main St. # 210, Huntington Beach, CA 92648",Huntington Beach,2.0,3.0,1530.0
1199999,"7488 E Calle Durango, Anaheim, CA 92808",Anaheim,4.0,3.0,2314.0
778000,"2036 W Jacaranda Place, Fullerton, CA 92833",Fullerton,3.0,2.0,1267.0
2300000,"5754 Kellogg Drive, Yorba Linda, CA 92886",Yorba Linda,5.0,4.0,5107.0
1099000,"2116 Colina Vista Way, Costa Mesa, CA 92627",Costa Mesa,3.0,3.0,1657.0
2395000,"131 Smallwheel, Irvine, CA 92618",Irvine,4.0,3.0,2175.0
2998000,"15529 Orchid Avenue, Tustin, CA 95110",Tustin,5.0,6.0,4619.0
6895000,"214 Monarch Bay Drive, Dana Point, CA 92629",Dana Point,4.0,3.0,2858.0
3448000,"18811 Ridgeview Circle, Villa Park, CA 92861",Villa Park,4.0,5.0,5362.0
1269000,"19751 Bluefield Plaza, Yorba Linda, CA 92886",Yorba Linda,4.0,3.0,1680.0
5995000,"16 Coral Reef, Newport Coast, CA 92657",Newport Coast,3.0,4.0,3421.0
950000,"1200 Pacific Coast # 114, Huntington Beach, CA 92648",Huntington Beach,1.0,1.0,781.0
3699900,"26580 Paseo Tranquila, San Juan Capistrano, CA 92675",San Juan Capistrano,5.0,6.0,4399.0
699000,"30902 Clubhouse Drive # 27d, Laguna Niguel, CA 92677",Laguna Niguel,2.0,2.0,1053.0
1788000,"3113 Scholarship, Irvine, CA 92612",Irvine,2.0,3.0,1781.0
989000,"11572 Varna Street, Garden Grove, CA 92840",Garden Grove,4.0,2.0,1550.0
1300000,"315 S Garnsey Street, Santa Ana, CA 92701",Santa Ana,1.0,1.0,3036.0
2395000,"2820 Stromboli Road, Costa Mesa, CA 92626",Costa Mesa,4.0,3.0,2190.0
599000,"12640 Euclid Street # 210, Garden Grove, CA 92840",Garden Grove,2.0,2.0,1200.0
1175000,"2349 E Orangeview Lane, Orange, CA 92867",Orange,4.0,2.0,1766.0
899000,"1034 W Maple Avenue, Orange, CA 92868",Orange,3.0,2.0,1066.0
950000,"9362 Russell Street, La Habra, CA 90631",La Habra,4.0,2.0,1954.0
939900,"1321 E Balsam Avenue, Anaheim, CA 92805",Anaheim,3.0,2.0,1529.0
1549000,"13122 Adland Street, Garden Grove, CA 92843",Garden Grove,8.0,4.0,3582.0
2385000,"51 Via Amanti, Newport Coast, CA 92657",Newport Coast,3.0,4.0,2072.0
9700000,"511 E Washington Avenue, Santa Ana, CA 92701",Santa Ana,9.0,7.0,26707.0
2099500,"19 Cielo Arroyo, Mission Viejo, CA 92692",Mission Viejo,4.0,4.0,3301.0
775000,"12100 Montecito Road # 159, Los Alamitos, CA 90720",Los Alamitos,3.0,2.0,1216.0
850000,"121 W 18th Street, Santa Ana, CA 92706",Santa Ana,4.0,3.0,1206.0
1423000,"1814 Sandalwood Avenue, Fullerton, CA 92835",Fullerton,4.0,3.0,2304.0
500000,"315 S Walnut Avenue, Placentia, CA 92870",Placentia,2.0,1.0,864.0
1700000,"12284 Circula Panorama, North Tustin, CA 92705",North Tustin,3.0,3.0,2381.0
1349000,"112 E Avenida San Pablo, San Clemente, CA 92672",San Clemente,2.0,2.0,1042.0
1350000,"22591 Little Drive, Lake Forest, CA 92630",Lake Forest,4.0,3.0,2864.0
1695000,"829 S Claudina Street, Anaheim, CA 92805",Anaheim,6.0,4.0,2578.0
1950000,"1880 N El Camino Real # 28, San Clemente, CA 92672",San Clemente,2.0,2.0,1600.0
575000,"1161 Packers Circle # 97, Tustin, CA 92780",Tustin,2.0,2.0,837.0
6595000,"1505 E Ocean Boulevard, Newport Beach, CA 92661",Newport Beach,4.0,5.0,2929.0
1699900,"23161 Bouquet, Mission Viejo, CA 92692",Mission Viejo,4.0,3.0,2836.0
2599000,"27125 Big Horn Mountain Way, Yorba Linda, CA 92887",Yorba Linda,5.0,5.0,4500.0
1393000,"285 Harvard Lane, Seal Beach, CA 90740",Seal Beach,4.0,2.0,1539.0
750000,"210 W Greenwood Avenue, La Habra, CA 90631",La Habra,3.0,2.0,1620.0
885000,"2728 W Ball Road, Anaheim, CA 92804",Anaheim,3.0,3.0,1429.0
1600000,"10731 Taulbee Court, Tustin, CA 92782",Tustin,3.0,3.0,1929.0
3660000,"8101 Constantine Dr., Huntington Beach, CA 92646",Huntington Beach,13.0,12.0,6859.0
519900,"9166 Cerritos Avenue # 8, Anaheim, CA 92804",Anaheim,2.0,2.0,966.0
999000,"34 New Season, Irvine, CA 92602",Irvine,2.0,3.0,1180.0
1788000,"16419 Wimbledon Lane, Huntington Beach, CA 92649",Huntington Beach,4.0,3.0,2352.0
750000,"516 W 4th Avenue, La Habra, CA 90631",La Habra,3.0,1.0,1037.0
869000,"6961 Indiana Avenue, Buena Park, CA 90621",Buena Park,3.0,2.0,1265.0
1699000,"9 Lexington Way, Coto De Caza, CA 92679",Coto De Caza,4.0,3.0,2592.0
5880000,"66 Drakes Bay Drive, Corona Del Mar, CA 92625",Corona Del Mar,5.0,3.0,3360.0
999999,"8236 E Alpine Court, Anaheim, CA 92808",Anaheim,3.0,3.0,1794.0
1098000,"2749 E Everett Place, Orange, CA 92867",Orange,4.0,2.0,1926.0
1200000,"5012 Duverney, Laguna Woods, CA 92637",Laguna Woods,3.0,2.0,1592.0
1700000,"33831 Pequito Drive, Dana Point, CA 92629",Dana Point,4.0,2.0,1736.0
1700000,"29095 Madrid Road, Laguna Niguel, CA 92677",Laguna Niguel,4.0,2.0,1750.0
69000,"24055 Paseo Del Lago # 1051, Laguna Woods, CA 92637",Laguna Woods,1.0,1.0,625.0
800000,"38 Monroe # 43, Irvine, CA 92620",Irvine,2.0,3.0,1112.0
799000,"28271 Bond Way, Silverado Canyon, CA 92676",Silverado Canyon,2.0,1.0,1057.0
1325000,"25681 Santo Dr., Mission Viejo, CA 92691",Mission Viejo,4.0,2.0,1675.0
1250000,"809 Brickyard Lane, Costa Mesa, CA 92627",Costa Mesa,2.0,4.0,1928.0
839000,"10806 Keenan Place, Stanton, CA 90680",Stanton,3.0,2.0,1056.0
575000,"12061 Brighton Riv # 50, Fountain Valley, CA 92708",Fountain Valley,2.0,1.0,916.0
1288886,"28176 Coulter, Mission Viejo, CA 92692",Mission Viejo,4.0,3.0,1615.0
950000,"4130 Franklin Avenue, Fullerton, CA 92833",Fullerton,4.0,2.0,1400.0
4750000,"925 S Malden Avenue, Fullerton, CA 92832",Fullerton,6.0,4.0,10121.0
749900,"29596 Fairglen Court, San Juan Capistrano, CA 92675",San Juan Capistrano,3.0,1.0,1062.0
850000,"3235 Watermarke Place, Irvine, CA 92612",Irvine,2.0,2.0,1137.0
2399999,"1738 Paloma Drive, Newport Beach, CA 92660",Newport Beach,3.0,3.0,1812.0
899000,"1466 W Flower Avenue, Fullerton, CA 92833",Fullerton,4.0,2.0,1468.0
459900,"2237 Via Puerta # Q, Laguna Woods, CA 92637",Laguna Woods,2.0,2.0,1009.0
3550000,"26324 Paseo Lluvia, San Juan Capistrano, CA 92675",San Juan Capistrano,4.0,5.0,2979.0
840000,"410 W Acacia Street, Brea, CA 92821",Brea,3.0,2.0,1447.0
1700000,"10101 Stonybrook Drive, Huntington Beach, CA 92646",Huntington Beach,5.0,3.0,2718.0
998000,"85 Duet, Irvine, CA 92603",Irvine,2.0,2.0,1112.0
1100000,"1 Snapdragon, Irvine, CA 92604",Irvine,3.0,3.0,1584.0
2990000,"353 Paradiso, Irvine, CA 92602",Irvine,4.0,3.0,2548.0
1050000,"10572 Parliament Avenue, Garden Grove, CA 92840",Garden Grove,4.0,2.0,1235.0
1095000,"12331 Hester Place, Garden Grove, CA 92841",Garden Grove,3.0,2.0,1907.0
799000,"2175 Pacific Avenue # A6, Costa Mesa, CA 92627",Costa Mesa,2.0,3.0,1322.0
750000,"8004 E Snapdragon Lane, Anaheim Hills, CA 92808",Anaheim Hills,2.0,2.0,1061.0
1875000,"12742 Foster Rd, Rossmoor, CA 90720",Rossmoor,3.0,2.0,2410.0
988000,"8962 Bishop Avenue, Westminster, CA 92683",Westminster,3.0,1.0,1061.0
1949000,"473 S Country Hill Road, Anaheim Hills, CA 92808",Anaheim Hills,5.0,3.0,4128.0
2999995,"127 West Avenida De Los Lobos Marinos, San Clemente, CA 92672",San Clemente,4.0,2.0,2412.0
3800000,"916 W Balboa Boulevard, Newport Beach, CA 92661",Newport Beach,6.0,6.0,2879.0
1599999,"796 N Shattuck Place, Orange, CA 92867",Orange,8.0,4.0,3360.0
445000,"1001 W Stevens Avenue # 204, Santa Ana, CA 92707",Santa Ana,2.0,2.0,872.0
2298000,"16133 Saint Croix Circle, Huntington Beach, CA 92649",Huntington Beach,4.0,3.0,2057.0
1499000,"250 Keeper, Irvine, CA 92618",Irvine,3.0,4.0,2069.0
1179000,"9182 Dalton Cir, Westminster, CA 92683",Westminster,4.0,2.0,1374.0
1649000,"20351 Densmore Ln, Huntington Beach, CA 92646",Huntington Beach,5.0,3.0,1891.0
1374999,"18659 Las Flores Street, Fountain Valley, CA 92708",Fountain Valley,4.0,2.0,1601.0
989000,"11662 West Street, Garden Grove, CA 92840",Garden Grove,3.0,2.0,1240.0
1150000,"20675 Adam Circle, Yorba Linda, CA 92886",Yorba Linda,3.0,2.0,1433.0
849900,"2161 W Cerritos Avenue, Anaheim, CA 92804",Anaheim,3.0,2.0,1153.0
3500000,"9 Flagstone, Coto De Caza, CA 92679",Coto De Caza,5.0,6.0,4791.0
749000,"19844 Kingswood Lane, Huntington Beach, CA 92646",Huntington Beach,3.0,2.0,1100.0
878000,"28139 Alava, Mission Viejo, CA 92692",Mission Viejo,2.0,2.0,1468.0
1499900,"222 Crescent Moon, Irvine, CA 92602",Irvine,3.0,3.0,1581.0
1798000,"84 Plum Feather, Irvine, CA 92620",Irvine,3.0,3.0,1745.0
899000,"2233 Martin # 318, Irvine, CA 92612",Irvine,2.0,2.0,1269.0
665000,"101 W Riverdale Avenue # 26, Orange, CA 92865",Orange,2.0,2.0,1087.0
629999,"6237 Hartford Road # 176, Yorba Linda, CA 92887",Yorba Linda,3.0,2.0,1082.0
1399000,"203 N Barryknoll Street, Anaheim Hills, CA 92807",Anaheim Hills,5.0,4.0,2123.0
1850000,"32832 Larkgrove Circle, Rancho Santa Margarita, CA 92679",Rancho Santa Margarita,5.0,3.0,3107.0
399000,"2405 Via Mariposa # 1b, Laguna Woods, CA 92637",Laguna Woods,2.0,2.0,1336.0
1649999,"5270 Vista Montana, Yorba Linda, CA 92886",Yorba Linda,4.0,3.0,2740.0
575000,"451 Shady Court, Brea, CA 92821",Brea,2.0,1.0,846.0
925000,"150 S Stonebrook Drive # 2, Orange, CA 92869",Orange,3.0,3.0,1523.0
999000,"33831 Alcazar Drive # 4, Dana Point, CA 92629",Dana Point,2.0,3.0,1730.0
789000,"1302 N Garnsey Street, Santa Ana, CA 92706",Santa Ana,3.0,2.0,1352.0
1488000,"9698 Rose Avenue, Fountain Valley, CA 92708",Fountain Valley,3.0,2.0,1883.0
1130000,"2023 W West Wind, Santa Ana, CA 92704",Santa Ana,3.0,2.0,2097.0
1484900,"12472 Serene Court, Garden Grove, CA 92841",Garden Grove,5.0,4.0,2783.0
1080000,"6656 San Haroldo Way, Buena Park, CA 90620",Buena Park,4.0,2.0,1702.0
800000,"414 Camino San Clemente, San Clemente, CA 92672",San Clemente,2.0,2.0,1064.0
645000,"28474 Porsena Way, Lake Forest, CA 92679",Lake Forest,2.0,2.0,940.0
39995000,"20462 Birch Street, Newport Beach, CA 92660",Newport Beach,6.0,4.0,3250.0
1425000,"17412 Dairyview Circle # D, Huntington Beach, CA 92647",Huntington Beach,8.0,7.0,3621.0
4900000,"123 S Lincoln Avenue, Fullerton, CA 92831",Fullerton,2.0,1.0,9873.0
1425000,"17372 Dairyview Circle, Huntington Beach, CA 92647",Huntington Beach,8.0,7.0,3711.0
719000,"8155 Laguna Court, Stanton, CA 90680",Stanton,3.0,2.0,1148.0
989900,"436 N Syracuse Street, Anaheim, CA 92801",Anaheim,3.0,2.0,1524.0
359000,"3338 Punta Alta # 3g, Laguna Woods, CA 92637",Laguna Woods,2.0,2.0,894.0
879000,"13621 Springdale Street, Westminster, CA 92683",Westminster,3.0,2.0,1713.0
1075000,"2706 E Athens Avenue, Orange, CA 92867",Orange,4.0,2.0,1624.0
879900,"111 Danbury Lane, Costa Mesa, CA 92626",Costa Mesa,3.0,2.0,1320.0
1975000,"605 Bay Hill Drive, Newport Beach, CA 92660",Newport Beach,3.0,3.0,1950.0
385000,"3630 S Bear Street # 70, Santa Ana, CA 92704",Santa Ana,2.0,2.0,1284.0
1788000,"20420 Via Canarias, Yorba Linda, CA 92887",Yorba Linda,4.0,3.0,2769.0
1450000,"810 Cedar Avenue, Brea, CA 92821",Brea,4.0,3.0,2670.0
16995000,"22 Scenic Bluff, Newport Coast, CA 92657",Newport Coast,7.0,8.0,5760.0
1850000,"16541 Le Grande Lane, Huntington Beach, CA 92649",Huntington Beach,5.0,4.0,2796.0
1350000,"26132 Owl Court, Lake Forest, CA 92630",Lake Forest,3.0,3.0,1662.0
1699000,"18707 Stratton Lane, Huntington Beach, CA 92648",Huntington Beach,3.0,3.0,2577.0
560000,"23413 Cambridge Road # 193, Yorba Linda, CA 92887",Yorba Linda,2.0,2.0,947.0
529000,"23302 La Mar # B, Mission Viejo, CA 92691",Mission Viejo,2.0,2.0,693.0
1399000,"1254 Valparaiso Drive, Placentia, CA 92870",Placentia,4.0,2.0,2302.0
1600000,"34 Bower Lane, Ladera Ranch, CA 92694",Ladera Ranch,4.0,3.0,2825.0
985000,"2407 Deerpark Drive, Fullerton, CA 92835",Fullerton,3.0,2.0,1512.0
1749000,"2952 Java Road, Costa Mesa, CA 92626",Costa Mesa,3.0,3.0,2088.0
559000,"5045 Twilight Canyon Road # 33f, Yorba Linda, CA 92887",Yorba Linda,2.0,2.0,1252.0
1250000,"615 Jensen Place, Placentia, CA 92870",Placentia,3.0,3.0,1766.0
1988888,"110 Montero, Irvine, CA 92618",Irvine,3.0,3.0,1890.0
995000,"10582 Geraldine Road, Garden Grove, CA 92840",Garden Grove,4.0,3.0,2129.0
1985000,"213 Avenida Lobeiro, San Clemente, CA 92672",San Clemente,2.0,1.0,2583.0
2298888,"52 Lupari, Irvine, CA 92618",Irvine,4.0,3.0,2075.0
839999,"27172 Calle Caballero # A, San Juan Capistrano, CA 92675",San Juan Capistrano,3.0,2.0,1680.0
1440000,"11280 Twinspan Avenue, Fountain Valley, CA 92708",Fountain Valley,4.0,3.0,2184.0
